CONTEXTID,CONTEXTNAME,CONTEXTPARENTCONTEXTID,PATIENTID,ENTERPRISEID,FIRSTNAME,LASTNAME,MIDDLEINITIAL,NAMESUFFIX,SEX,DOB,ADDRESS,ADDRESS2,CITY,STATE,ZIP,PATIENTEMPLOYERID,PATIENTHOMEPHONE,WORKPHONE,MOBILEPHONE,CONTACTPREFERENCE,EMAIL,DONOTCALLYN,ETHNICITY,CDCETHNICITYCODE,RACE,CDCRACECODE,LANGUAGE,ISO6392CODE,MARITALSTATUS,DECEASEDDATE,PATIENTSTATUS,HOLDSTATEMENTREASON,NEWPATIENTID,REGISTRATIONDATE,PRIMARYPROVIDERID,PREFERREDLABID,SELFPAYRESTRICTIONYN,OCCUPATION,REFERRALSOURCE,REFERRALSOURCEOTHER,GUARANTORFIRSTNAME,GUARANTORLASTNAME,GUARANTORMIDDLEINITIAL,GUARANTORNAMESUFFIX,GUARANTORDOB,GUARANTORSSN,GUARANTORRELATIONSHIP,GUARANTORADDRESS,GUARANTORADDRESS2,GUARANTORCITY,GUARANTORSTATE,GUARANTORZIP,GUARANTOREMPLOYERID,GUARDIANFIRSTNAME,GUARDIANLASTNAME,GUARDIANMIDDLEINITIAL,GUARDIANNAMESUFFIX,EMERGENCYCONTACTNAME,EMERGENCYCONTACTRELATIONSHIP,EMERGENCYCONTACTPHONE,PATIENTSSN,REGISTRATIONDEPARTMENTID,CURRENTDEPARTMENTID,PROVIDERGROUPID,UNCONFIRMEDFAMILYSIZE,UNCONFINCOMEPERPAYPERIOD,UNCONFIRMEDPAYPERIOD,UNCONFIRMEDYEARLYINCOME,UNCONFIRMEDPOVERTYLEVEL,UNCONFIRMEDFAMILYSZEDECLYN,UNCONFIRMEDINCOMEDECLINEDYN,GUARANTORPHONE,AGRICULTURALWORKER,AGRICULTURALWORKERTYPES,HOMELESSSTATUS,HOMELESSSTATUSTYPES,SCHOOLBASEDHEALTHCENTERPNT,VETERANSTATUS,TESTPATIENTYN,PRIVACYNOTICEGIVENFLAG,PRIVACYNOTICEGIVENDATE,PRIVACYNOTICEGIVENDEPTID,PRIVACYNOTICEGIVENBY,PRIVNOTICENOTGIVENREASON,PRIVNOTICENOTGIVENNOTE,PATIENTSIGONFILEFLAG,PATIENTSIGEFFECTIVEDATE,PATIENTSIGEXPIRATIONDATE,INSUREDSIGONFILEFLAG,INSUREDSIGEFFECTIVEDATE,INSUREDSIGEXPIRATIONDATE,CONSENTTOCALLFLAG,CONSENTTOCALLEFFDATE,GENDERIDENTITY,SEXUALORIENTATION,CONSENTTOTEXTYN,PUBLICHOUSING,DEFAULTPRESCRIPTIONPROVID,LASTUPDATED,FAMILYID,SMSOPTINDATE,DEFAULTIMAGINGPROVIDERID,GUARANTOREMAIL,TRANSLATEDHOMEPHONEINDEX,TRANSLATEDWORKPHONEINDEX,TRANSLATEDMOBILEPHONEINDEX,DELETEDDATETIME,DELETEDBY,RESTRICTREPORTINGYN,Record_Created_Date,Record_Updated_Date
1001,HC_INSIGHT++,2001,57,12396,David,Jackson,k,II,M,00:00.0,1751 Wallace Plains Suite 143,Apt. 679,Paigeberg,WY,61680,2250865,904.873.1731x955,001-998-545-6820x54005,+1-513-590-8290x487,Email,courtney52@example.com,Y,African American,AA,African American,HP,german,1,Married,,Inactive,,,12:33.6,752,104,,Marketing Manager,Other,n,,,,Jr.,00:00.0,34036649.0,father,690 Emily Mission,Apt. 403,,,,158635,Julie,,,II,,Other,830-773-3418x583,,2365,2356,1,9.0,1434.0,few,,,,,(673)604-7491x757,,,N,Y,N,Y,Y,,,144.0,Tiffany Perez,feel,,,2/15/2008,10/17/1969,,00:00.0,11/19/1984,,00:00.0,,,Y,Y,,00:00.0,,,,,4.0,,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,58,12404,Samuel,Hogan,y,II,F,00:00.0,120 Jose Key Apt. 159,Suite 245,Lake Manuelbury,CO,27698,1973862,3076090429,001-362-387-2987x63277,428-243-6031,Email,wilsonrobin@example.org,N,Asian,HP,Asian,HP,Greek,1,Married,11/7/2000,Inactive,,,12:33.6,1338,119,,Software Developer,hospital staff,n,Emma,Boyd,,III,00:00.0,22145466.0,mother,8501 Snyder Ford,Suite 688,,AS,55722.0,1067998,James,Shaw,,,Jesus Munoz,Other,-3214,18094830.0,2462,2348,1,,,scene,,,,Y,(323)521-9557x9491,,,Y,Y,,Y,Y,N,,164.0,,three,World size young down born chair together organization.,,,1/17/1990,,00:00.0,4/3/1973,Y,,,,,N,,00:00.0,,6/7/2017,,,4.0,,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,59,12543,Zachary,Jennings,y,Jr.,F,00:00.0,0438 Olson Neck Suite 801,Suite 409,Michelestad,DC,70090,579087,4702263289,(547)490-8729,956.477.6218,Mail,dvelez@example.org,Y,Hispanic,AA,Hispanic,AA,Hindi,1,Married,,Inactive,,,12:33.6,1117,148,N,Software Developer,Other,n,Hannah,,,,00:00.0,,Other,,,,,72655.0,267554,Anna,Smith,,MD,John Scott,institute,,85121905.0,2316,2532,1,3.0,,,,,,Y,(251)502-0502x96874,,side,,,,N,,,00:00.0,,,along,Another simply such pass expect include garden.,N,,,N,00:00.0,3/27/1985,,00:00.0,,,,,,00:00.0,,,,ronaldcisneros@example.org,8.0,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,61,12410,Sherry,Jensen,z,II,M,00:00.0,4916 Wheeler Via Suite 004,Suite 472,North David,FL,97396,42895,9967558994,325-206-9737x178,770.205.4648x3686,Mail,isabellasanchez@example.org,Y,Hispanic,HP,Hispanic,HP,Greek,1,Divorced,,Inactive,,,12:33.6,1825,104,,Writer,advertisement,n,,Mcguire,h,,00:00.0,33270788.0,father,71841 Spears Parks,,Josephstad,WY,44373.0,930288,Jason,,,,Christopher Anderson,father,(670)545-0651x8442,25105444.0,2410,2409,1,2.0,,,47846.0,,Y,,001-399-504-3153x589,Y,north,,,,,,,00:00.0,,Joshua Hamilton,to,,,,,Y,,7/12/2019,N,00:00.0,,,N,,,00:00.0,,4/18/2020,,,,,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,62,12504,Kelly,Wise,L,II,F,00:00.0,35518 Mcfarland Junctions,Apt. 977,Mitchellport,HI,82551,1399148,4694205476,8645164255,313-892-7296x529,Phone,kleinsamantha@example.com,N,Hispanic,CC,Caucasian,AS,English,1,Single,,Active,,,12:33.6,1097,122,,Marketing Manager,Friend,n,,Jones,P,MD,00:00.0,,father,86045 Brandon Ways,Suite 084,Port Russell,UT,,781753,Oscar,Stewart,A,,Sherri Thompson,Friend,,,2391,2371,1,,3545.0,within,91647.0,,,Y,,N,do,Y,,,Y,N,N,00:00.0,,,,Voice family benefit edge listen door idea player.,Y,,,,,2/15/1998,Y,,,,N,,,00:00.0,,,,,,2.0,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,63,12465,Brenda,Richardson,H,MD,F,00:00.0,41666 Raymond Extension,Suite 786,Joneston,DE,77535,1231937,(742)348-5518x602,(351)581-3221x36348,648.439.8704x11437,Email,coffeyheather@example.net,Y,African American,Other,African American,AS,English,1,Married,7/3/2005,Inactive,,,12:33.6,1793,134,,Graphic Designer,Friend,n,,Zimmerman,V,DDS,00:00.0,,Other,980 Gregory Village,Suite 487,South Julie,,51143.0,534332,,,V,,,mother,,,2438,2504,1,4.0,2609.0,,97633.0,,N,,725-461-2835x9113,N,accept,,Y,Y,,Y,Y,00:00.0,,,,First sign always state something.,N,8/19/1965,9/15/1963,,,4/3/1979,,,,,Y,,,00:00.0,,,,hayesjohn@example.org,,5.0,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,68,12518,Evelyn,Long,D,PhD,M,00:00.0,636 Wagner Vista Apt. 434,Apt. 755,Pollardfort,AL,73676,923216,001-784-593-3884x56143,288-893-3943x1150,001-964-726-6937x74765,Mail,sharonscott@example.org,N,African American,CC,Caucasian,HP,French,1,Married,,Active,,,12:33.6,245,105,Y,Electrician,INTERNET,n,,,,DVM,00:00.0,,Friend,23340 Gary Freeway,,,,68742.0,752606,Evelyn,Hampton,,PhD,Andrew Harper,Other,,,2294,2475,1,1.0,,,32274.0,,N,,,,its,,Y,,,N,,,136.0,Laura Hunter,company,Rather ahead energy leave house speak program.,,,5/5/1979,Y,00:00.0,11/5/1981,N,,,,,,,00:00.0,,11/6/1975,,james84@example.org,4.0,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,70,12465,Lori,Anderson,L,Jr.,M,00:00.0,08128 Anderson Locks,Apt. 627,Seanfort,CA,29908,2076387,001-776-682-5366x17515,(766)992-9803x5056,(654)759-4014,Email,kim52@example.org,N,African American,AA,African American,HP,Greek,1,Single,11/1/1978,Inactive,,,12:33.6,1374,121,,Chef,INTERNET,n,,Brown,,,00:00.0,,Friend,65149 Kirby Route,,Robertstown,,,1111118,John,Blackwell,a,,Jill Torres,mother,001-805-278-9029x65504,,2244,2505,1,8.0,,,,,N,Y,+1-982-861-8235x270,Y,human,N,,Y,N,Y,,00:00.0,163.0,,,,,,2/4/1958,Y,,1/13/2003,Y,,,,,,,00:00.0,,,,oconnellrobert@example.com,5.0,3.0,4.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,71,12351,Allen,Peterson,v,Jr.,M,00:00.0,8970 Abbott Curve,Apt. 933,Rodrigueztown,NY,77341,1236831,272-880-1144,(501)693-8791,4744416226,Email,dmiller@example.com,Y,Other,AS,Asian,HP,german,1,Single,,Active,,,12:33.6,8,119,Y,Data Scientist,Friend,n,,,v,DDS,00:00.0,96858662.0,mother,,,,NV,29444.0,125053,,,u,,Joseph Washington,Other,,,2507,2489,1,2.0,4034.0,,68546.0,,Y,N,,N,,,Y,,Y,Y,N,00:00.0,,,,,,1/2/1968,,,,1/11/1952,,,,,Y,Y,,00:00.0,,,,,1.0,,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,73,12484,Sheryl,Swanson,g,MD,F,00:00.0,2790 Michael Summit,Suite 391,Gonzalezton,AR,39041,1531706,(554)447-1939,492-610-1125,856-453-1469x3425,Mail,carterdaniel@example.org,N,Hispanic,AA,Caucasian,HP,French,1,Single,,Inactive,,,12:33.6,876,129,N,Software Developer,INTERNET,n,Stephen,,,,00:00.0,72934625.0,Other,40720 Makayla Parks,Suite 934,Dominguezview,MO,,412453,Brian,Jones,P,,,father,(691)840-0052x7830,,2322,2422,1,8.0,4754.0,financial,81104.0,,,N,,,,N,Y,Y,N,Y,Y,,136.0,Dean Klein,,Different somebody fire clearly paper figure.,N,8/18/2021,,,,4/2/1955,Y,00:00.0,,,,,,00:00.0,,12/25/2005,,,3.0,8.0,8.0,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,74,12417,Leslie,Barry,t,DVM,M,00:00.0,3826 Taylor Radial Suite 934,Suite 581,Ricardoberg,CO,91250,1253624,001-672-975-1763x056,(711)283-7316,716.712.5718,Email,kingjoshua@example.com,Y,Caucasian,CC,Caucasian,AS,Hindi,1,Single,9/20/2019,Inactive,,,12:33.6,1691,130,N,Writer,advertisement,n,,,e,,00:00.0,,mother,,Suite 542,,,,1171317,Veronica,,F,DDS,,mother,,98999271.0,2246,2263,1,5.0,2912.0,threat,,,,,,,,,,,,Y,,00:00.0,151.0,Amber White,,Bad them staff nature.,N,1/13/1964,8/19/1999,N,,7/3/1970,,00:00.0,,,,,,00:00.0,,,,joseph38@example.org,,9.0,2.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,79,12369,Garrett,Jensen,H,II,F,00:00.0,91879 Benjamin Crossing,Suite 497,Port Jasonland,WV,65401,938667,381-604-3447x9567,001-513-592-4168,211.409.0711,Mail,vsawyer@example.com,N,Caucasian,CC,Caucasian,HP,French,1,Married,6/4/1994,Active,,,12:33.6,1195,113,N,Nurse,hospital staff,n,,,,,00:00.0,,institute,,,Heidiport,,59894.0,74971,,Wiley,y,,,Other,+1-717-867-7680x334,,2391,2377,1,,,,32104.0,,,N,,Y,,N,,,N,,N,,,,sing,Of though state property.,,,,,,5/16/1998,N,00:00.0,,,Y,,,00:00.0,,7/7/1989,,wporter@example.com,9.0,,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,80,12437,Suzanne,Wright,j,DVM,F,00:00.0,146 Wilson Spur Apt. 225,Apt. 043,Lake Jenniferland,FL,57716,849004,2923507878,765.365.2011,746-994-9797x571,Mail,nglover@example.org,Y,African American,Other,Other,HP,Greek,1,Married,,Active,,,12:33.6,22,142,,Mechanical Engineer,Friend,n,,Smith,I,,00:00.0,15973578.0,institute,381 Joseph Club,Suite 112,,,,1039366,Heather,,r,,,Other,387.756.0682,44177694.0,2260,2411,1,3.0,2635.0,,73806.0,,,,,N,represent,,Y,,Y,,Y,,139.0,Taylor Stone,mother,Part scientist record phone.,,,,,,2/16/2019,,00:00.0,,,,Y,,00:00.0,,12/5/2005,,,3.0,,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,81,12346,Tara,Carrillo,F,Jr.,F,00:00.0,564 Mario Summit Suite 413,Apt. 036,Lake Garyland,GU,67063,388343,001-939-936-0988x505,+1-935-690-9974x81104,971-476-3832x9565,Phone,ybonilla@example.net,Y,African American,Other,Hispanic,Other,Hindi,1,Married,,Active,,,12:33.6,610,147,N,Mechanical Engineer,hospital staff,n,Wayne,,,,00:00.0,49372701.0,Friend,,,,,,337087,James,,O,Jr.,Kayla Cook,mother,,55220796.0,2305,2516,1,4.0,2989.0,difficult,50515.0,,,N,556.787.0497x4422,,,,Y,,Y,,Y,00:00.0,148.0,,,Minute born over add.,,,,Y,00:00.0,2/2/1973,,,,,,Y,,00:00.0,,,,,6.0,,5.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,83,12347,Bryan,Farrell,x,MD,F,00:00.0,105 Valerie Gardens,Apt. 552,North Johntown,IN,46088,1877524,(399)515-9634,+1-402-717-2769x67947,(509)645-6185,Mail,mcintoshderek@example.org,N,Other,HP,African American,CC,Hindi,1,Married,,Inactive,,,12:33.6,1175,114,N,Nurse,advertisement,n,Pamela,,,Jr.,00:00.0,51173310.0,institute,,Apt. 797,,,9985.0,687192,,,r,MD,Laura Davis,father,,74448516.0,2433,2370,1,10.0,,your,,,N,N,(760)471-5202x5117,N,beat,,,Y,,,,00:00.0,,,must,,,5/15/1978,3/27/1973,N,00:00.0,7/21/1971,Y,00:00.0,,,,Y,,00:00.0,,6/13/1959,,,,10.0,9.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,84,12484,Nicole,Thomas,F,MD,M,00:00.0,75212 Rogers Key Apt. 625,Suite 531,South Christina,KY,94904,1433553,(504)204-5328,319-454-1122x380,+1-907-350-4476x78716,Email,austinjessica@example.com,Y,Hispanic,HP,African American,Other,german,1,Divorced,7/7/1999,Inactive,,,12:33.6,1736,114,,Graphic Designer,INTERNET,n,Robert,,,DDS,00:00.0,48138093.0,father,076 Leroy Manors,Suite 335,,,,1056621,,Roberts,K,,,Other,,46792366.0,2279,2319,1,,3788.0,,,,N,,,Y,,,,,,N,,00:00.0,138.0,,,,,3/12/1974,,N,,8/3/1973,N,00:00.0,,,,,,00:00.0,,,,,,10.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,86,12472,Joseph,Weeks,u,DDS,F,00:00.0,030 Juan Grove Apt. 138,Suite 190,Tammychester,VA,43103,1293324,+1-688-640-3956x655,+1-540-622-4340x2769,681-604-2033x951,Phone,ggriffin@example.com,Y,Asian,AS,African American,HP,French,1,Married,10/10/1990,Inactive,,,12:33.6,695,122,,Mechanical Engineer,advertisement,n,,Saunders,,IV,00:00.0,,institute,,,,AK,,859237,Erik,Rogers,,,Stanley Davidson,mother,+1-700-411-2725x433,,2482,2366,1,8.0,4503.0,,62149.0,,,,,Y,when,N,,,Y,,,00:00.0,,Jeremy Dodson,,,Y,,1/23/2012,,00:00.0,12/12/1973,,,,,,Y,,00:00.0,,,,,,7.0,3.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,87,12468,David,Munoz,B,DVM,M,00:00.0,891 Victoria Mews,Suite 581,Williamsfurt,TX,30547,912884,001-581-840-8808,+1-250-937-1532x84506,(205)585-0248x94543,Mail,katelynmullins@example.com,N,Caucasian,AS,Other,HP,French,1,Divorced,12/21/2003,Active,,,12:33.6,908,147,N,Electrician,hospital staff,n,,,i,,00:00.0,64313582.0,institute,,,East Mariah,GU,,1166785,Todd,,,MD,,father,-1372,25247714.0,2500,2357,1,,,their,,,,,708-615-4331,,yard,N,,,N,N,N,,,Phillip Edwards,,,Y,,8/6/1998,,,8/1/1951,Y,,,,,Y,,00:00.0,,12/30/1950,,,,1.0,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,88,12463,Sydney,Holmes,v,PhD,F,00:00.0,54785 Amy Lodge,Apt. 987,West Steve,AL,55302,728389,562-382-7337,(984)322-3058,398.698.7087x0185,Phone,ryanmay@example.com,N,African American,CC,Hispanic,AA,german,1,Divorced,,Active,,,12:33.6,354,133,N,Graphic Designer,INTERNET,n,Bryan,,G,MD,00:00.0,,Other,5010 Thomas Lights,Apt. 187,Bushview,MT,,634062,,Burke,B,,,mother,(981)342-8129,,2309,2505,1,8.0,4594.0,,91211.0,,N,,+1-399-236-1908x7896,N,,N,,Y,,,,00:00.0,,,large,,N,,,,,7/16/2009,N,00:00.0,,,Y,Y,,00:00.0,,1/24/2020,,,2.0,,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,90,12421,Andre,Fernandez,R,III,F,00:00.0,4929 Charles Port Apt. 012,Apt. 051,Wellsburgh,AL,99896,16160,001-595-464-8873x82382,(221)879-3099,738-877-8669,Email,robinrose@example.net,Y,Other,AA,African American,AS,Greek,1,Married,3/6/1967,Active,,,12:33.6,1800,112,N,Marketing Manager,Friend,n,,,,DDS,00:00.0,55694987.0,Friend,,Apt. 112,,,78528.0,568005,,Barr,n,,,father,(753)531-1557x54534,41441800.0,2353,2371,1,3.0,4729.0,,,,,,001-842-816-3929x017,N,,N,,,N,,,,145.0,April Walker,out,Ten player everything around itself throw charge few.,N,,,N,,7/3/1959,,,,,Y,Y,,00:00.0,,,,,5.0,5.0,10.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,91,12347,Edward,Mcgee,c,PhD,F,00:00.0,198 Scott Views,Apt. 875,Wilsonview,OR,12989,1250278,001-334-534-9281x883,001-847-300-0936x7820,486-413-9609x87527,Phone,kennedydale@example.org,Y,Hispanic,HP,Caucasian,Other,French,1,Divorced,8/16/2015,Inactive,,,12:33.6,655,101,N,Marketing Manager,advertisement,n,,Lynch,b,DDS,00:00.0,,institute,3069 Collins Points Suite 641,,Crawfordport,,65480.0,1103223,,Williams,C,DDS,Thomas Sullivan,mother,,,2379,2408,1,,4488.0,,,,,Y,6724505390,,,N,,,Y,,,,166.0,,lawyer,Describe range popular ten.,Y,11/24/1991,,,,5/10/1989,Y,00:00.0,,,Y,N,,00:00.0,,6/16/1983,,wbrowning@example.net,,,9.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,99,12355,Jeffrey,Moore,d,MD,F,00:00.0,47941 Miller Bridge,Suite 353,Destinychester,FM,96668,1732449,(707)798-1070,-10805,2099039834,Email,vandrade@example.com,N,Other,Other,Caucasian,Other,Hindi,1,Single,8/21/2015,Active,,,12:33.6,1851,141,Y,Teacher,Friend,n,Antonio,,,DVM,00:00.0,26659871.0,Other,61718 Jordan Ways,,,,62303.0,181242,,Campbell,,,Ruben Adams,father,,87485028.0,2287,2484,1,,4792.0,room,,,,N,-6352,,teacher,,,,,,,00:00.0,133.0,John Perez,,Century high book or thousand plan friend.,Y,,,,,5/19/2013,N,,,,Y,,,00:00.0,,,,,7.0,5.0,5.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,101,12377,Elizabeth,Campbell,O,DVM,F,00:00.0,51006 Newman Inlet,Suite 956,Tommystad,MD,12483,453047,(900)961-4757x3940,(962)452-9575,360-541-6841x6357,Phone,mariah26@example.com,N,Asian,AA,Other,AS,English,1,Married,,Inactive,,,12:33.6,921,116,,Data Scientist,Other,n,Travis,,,,00:00.0,68876833.0,mother,734 Ross Ports Suite 223,Suite 876,East Shawnberg,,,38726,John,Holland,u,MD,Joseph Hunter,institute,(879)856-4016x8572,,2503,2491,1,,,situation,73453.0,,,,,N,,,,Y,Y,,,,,,check,,,4/9/2008,,,00:00.0,11/26/2004,Y,,,,,,,00:00.0,,6/1/2002,,jonesbrandi@example.net,8.0,8.0,1.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,103,12449,Monica,Vargas,W,II,M,00:00.0,051 Jacobson Mountains,Apt. 234,Lake Elizabethfurt,CO,16336,1806155,(957)526-0431x648,(380)820-2231x172,001-824-979-4726x6959,Mail,penaalexander@example.org,Y,Other,AS,Hispanic,AA,Greek,1,Single,,Inactive,,,12:33.6,1756,124,Y,Software Developer,hospital staff,n,,,,DVM,00:00.0,94367856.0,mother,,Apt. 808,,VT,11014.0,1140380,,Williams,F,,Drew Johnson PhD,Other,(699)827-1861,,2426,2404,1,2.0,2203.0,can,,,N,,(222)647-5222,,,Y,Y,,N,,,00:00.0,,,,Describe generation audience almost also.,N,3/25/2012,,,,5/22/2019,,,,,,N,,00:00.0,,7/17/1980,,,6.0,,2.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,104,12487,Kimberly,Watson,L,Jr.,F,00:00.0,3998 Mcfarland Center,Suite 343,Nashbury,OK,92772,841485,-7612,548.798.1523x180,244-798-4575x6199,Phone,lindsayray@example.org,N,Asian,Other,Other,CC,Greek,1,Single,3/3/2016,Active,,,12:33.6,1307,113,,Graphic Designer,Friend,n,Shane,Barnes,,,00:00.0,,father,,,,MS,,924352,,,,Jr.,Stephen Potts,Friend,7974739903,49900404.0,2470,2268,1,7.0,3311.0,,62112.0,,N,,,,,N,Y,,Y,,N,,,Ethan Mccann,pick,Yard fine threat card fear appear significant.,Y,3/21/2010,3/12/1996,N,00:00.0,1/30/1973,Y,00:00.0,,,,N,,00:00.0,,5/14/2010,,,,,4.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,105,12362,Julie,Gibson,r,DDS,F,00:00.0,26715 Jose Fields Suite 644,Apt. 636,Calebside,MS,18726,55387,563.421.9365x6438,4159605254,(519)566-2556x414,Mail,kristen21@example.com,Y,Caucasian,Other,Asian,AA,Hindi,1,Single,7/30/1961,Active,,,12:33.6,1910,105,Y,Data Scientist,advertisement,n,Samuel,Jimenez,,IV,00:00.0,,mother,,Suite 214,Port Natasha,,,94075,Tara,,,,William Russell,mother,+1-639-357-8913x240,85551067.0,2442,2471,1,,2468.0,security,,,N,,817.910.9619x05822,Y,,N,Y,N,,N,,00:00.0,,Terri Hernandez,wall,,,,10/30/1982,,,7/31/1991,,,,,,Y,,00:00.0,,9/19/1959,,carlholmes@example.com,10.0,9.0,2.0,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,112,12359,Tyler,Andrews,I,Jr.,M,00:00.0,385 Thomas Shoal,Suite 304,Cooleyside,MP,73714,1934721,001-429-470-5693x965,(267)328-5842,(461)495-4292x77878,Mail,charlotte96@example.net,Y,African American,AS,Asian,AA,English,1,Divorced,7/18/2016,Active,,,12:33.6,1735,141,,Marketing Manager,INTERNET,n,,Davis,,,00:00.0,,father,,,Gonzalezchester,GA,,186928,Lauren,Smith,,,,institute,,38170004.0,2387,2249,1,5.0,,maybe,,,N,N,,,change,,Y,N,Y,,Y,00:00.0,,Megan King,cold,Last crime everyone Republican military just case.,N,,,,00:00.0,9/7/2013,,,,,N,N,,00:00.0,,2/25/1956,,nathanmeza@example.org,,,,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,115,12469,Donald,Malone,Z,PhD,F,00:00.0,44278 Rebecca Walk Apt. 624,Suite 205,South Sharonview,VA,91188,2117967,577-299-9702x4092,(386)418-8975x51761,(439)298-5203,Email,andrew82@example.net,Y,Other,AS,Hispanic,CC,german,1,Divorced,,Active,,,12:33.6,1009,143,,Chef,Other,n,,,d,MD,00:00.0,,father,,Suite 695,,AL,,160419,Alyssa,Taylor,,DDS,Kelly Stewart,mother,,78973879.0,2233,2443,1,,,yet,40703.0,,Y,,,N,,,,Y,,,,,136.0,Kelly Ortiz,,Agency instead nation feel idea create.,,9/27/2018,,Y,00:00.0,1/15/1986,,00:00.0,,,Y,,,00:00.0,,3/11/1988,,,3.0,7.0,8.0,,,Y,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,116,12449,Katie,Davis,E,Jr.,M,00:00.0,209 Erica Lakes Suite 666,Apt. 143,New Marybury,WY,65173,21157,-6717,(278)988-2962,001-846-836-9667x936,Mail,zmorales@example.com,Y,Hispanic,AA,Other,CC,Greek,1,Single,5/10/1990,Inactive,,,12:33.6,139,106,Y,Graphic Designer,Friend,n,,Bell,O,,00:00.0,,institute,184 Blake River Suite 031,,Mcleanshire,MA,,605619,,,,DVM,,mother,(850)303-0826x072,,2464,2289,1,,,,,,,Y,+1-928-913-0620x897,Y,,,,N,,N,,00:00.0,152.0,,another,Just economic all not item hospital.,N,,,N,,3/17/1964,Y,00:00.0,,,,Y,,00:00.0,,11/2/1957,,wwiggins@example.org,,2.0,,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,117,12380,Jesse,Austin,M,MD,F,00:00.0,39546 Lisa Groves Suite 858,Apt. 817,Mcgrathmouth,MD,21792,1418572,735-374-3354,950-966-2181,298-288-9132x573,Email,walshandre@example.net,N,Caucasian,AS,Caucasian,AA,german,1,Married,,Inactive,,,12:33.6,1949,129,N,Electrician,advertisement,n,Allen,,,II,00:00.0,,mother,5457 Fisher Flats Suite 513,,,HI,,1054439,,Phelps,,,,Other,,,2483,2382,1,2.0,1152.0,base,45517.0,,,N,8419133626,,,Y,,,,,,00:00.0,,,everybody,Rest situation worker song loss instead.,,6/16/1997,6/12/2014,,,8/27/1996,,,,,,N,,00:00.0,,,,zchen@example.com,5.0,8.0,5.0,,,N,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,121,12528,Bryan,White,b,MD,F,00:00.0,28364 Burton Turnpike,Apt. 711,Claudiaborough,NE,11143,865504,449-452-9978x29787,001-878-620-6598x58721,354-681-8591,Phone,kbarnes@example.com,Y,Caucasian,AS,Hispanic,HP,French,1,Single,,Inactive,,,12:33.6,1904,110,,Software Developer,hospital staff,n,Joshua,Benton,x,Jr.,00:00.0,81508461.0,mother,,,,IL,92978.0,958005,Morgan,Palmer,,DDS,Charles Park,institute,,73756652.0,2320,2394,1,9.0,,several,,,N,Y,781.567.9344x17754,N,,N,,,N,,,00:00.0,156.0,,,Represent five follow morning.,Y,,,Y,,11/29/1986,Y,,,,N,Y,,00:00.0,,,,rcrane@example.net,6.0,10.0,,,,,00:00.0,00:00.0
1001,HC_INSIGHT++,2001,122,12502,Zachary,Lang,D,III,F,00:00.0,376 Stephanie Plaza,Suite 361,Lake Stephenton,KS,93161,966696,(375)792-2565x1897,3423586290,794.282.2548x64870,Phone,froststephen@example.com,Y,Hispanic,Other,Caucasian,Other,French,1,Divorced,7/22/1970,Inactive,,,12:33.6,522,121,,Electrician,hospital staff,n,,Robbins,,,00:00.0,,institute,,,East Rachel,,29209.0,406127,,Waller,,,Angela Green,Friend,(569)808-5422,,2448,2345,1,9.0,3991.0,car,,,Y,,,,,,,,N,N,N,00:00.0,165.0,,determine,Environment around again.,,,,N,,10/25/1980,,00:00.0,,,Y,,,00:00.0,,,,andreastevens@example.com,,7.0,,,,,00:00.0,00:00.0
